,date,pm25,pm10,o3,no2,so2,station,year,month,season,year_month
12028,2023-06-22,61.0,54.0,33.0,13.0,9.0,Ilijas,2023,6,Summer,2023-06
12029,2023-06-23,67.0,23.0,25.0,9.0,4.0,Ilijas,2023,6,Summer,2023-06
12030,2023-06-24,40.0,16.0,22.0,6.0,3.0,Ilijas,2023,6,Summer,2023-06
12031,2023-06-25,34.0,21.0,31.0,11.0,4.0,Ilijas,2023,6,Summer,2023-06
12032,2023-06-26,43.0,27.0,38.0,13.0,23.0,Ilijas,2023,6,Summer,2023-06
12033,2023-06-27,40.0,16.0,32.0,9.0,5.0,Ilijas,2023,6,Summer,2023-06
12034,2023-06-28,26.0,17.0,31.0,9.0,6.0,Ilijas,2023,6,Summer,2023-06
12035,2023-06-29,23.0,20.0,36.0,12.0,1.0,Ilijas,2023,6,Summer,2023-06
12036,2023-06-30,34.0,17.0,38.0,14.0,2.0,Ilijas,2023,6,Summer,2023-06
12037,2023-01-29,85.0,53.0,26.0,16.0,24.0,Ilijas,2023,1,Winter,2023-01
12038,2023-01-30,106.0,75.0,11.0,27.0,37.0,Ilijas,2023,1,Winter,2023-01
12039,2023-01-31,145.0,63.0,16.0,34.0,26.0,Ilijas,2023,1,Winter,2023-01
12040,2023-02-01,135.0,106.0,14.0,35.0,47.0,Ilijas,2023,2,Winter,2023-02
12041,2023-02-02,173.0,53.0,19.0,23.0,31.0,Ilijas,2023,2,Winter,2023-02
12042,2023-02-03,76.0,62.0,24.0,18.0,23.0,Ilijas,2023,2,Winter,2023-02
12043,2023-02-04,88.0,16.0,27.0,7.0,11.0,Ilijas,2023,2,Winter,2023-02
12044,2023-02-05,26.0,24.0,25.0,12.0,13.0,Ilijas,2023,2,Winter,2023-02
12045,2023-02-06,45.0,33.0,22.0,15.0,18.0,Ilijas,2023,2,Winter,2023-02
12046,2023-02-07,69.0,56.0,24.0,15.0,32.0,Ilijas,2023,2,Winter,2023-02
12047,2023-02-08,96.0,72.0,28.0,20.0,29.0,Ilijas,2023,2,Winter,2023-02
12048,2023-02-09,93.0,76.0,22.0,28.0,56.0,Ilijas,2023,2,Winter,2023-02
12049,2023-02-10,129.0,89.0,31.0,29.0,33.0,Ilijas,2023,2,Winter,2023-02
12050,2023-02-11,158.0,137.0,4.0,35.0,60.0,Ilijas,2023,2,Winter,2023-02
12051,2023-02-12,197.0,110.0,17.0,28.0,49.0,Ilijas,2023,2,Winter,2023-02
12052,2023-02-13,176.0,98.0,4.0,34.0,48.0,Ilijas,2023,2,Winter,2023-02
12053,2023-02-14,193.0,85.0,28.0,29.0,27.0,Ilijas,2023,2,Winter,2023-02
12054,2023-02-15,140.0,96.0,27.0,35.0,18.0,Ilijas,2023,2,Winter,2023-02
12055,2023-02-16,156.0,67.0,30.0,30.0,15.0,Ilijas,2023,2,Winter,2023-02
12056,2023-02-17,145.0,71.0,20.0,30.0,13.0,Ilijas,2023,2,Winter,2023-02
12057,2023-02-18,145.0,48.0,39.0,18.0,8.0,Ilijas,2023,2,Winter,2023-02
12058,2023-02-19,110.0,46.0,32.0,24.0,13.0,Ilijas,2023,2,Winter,2023-02
12059,2023-02-20,90.0,56.0,27.0,24.0,12.0,Ilijas,2023,2,Winter,2023-02
12060,2023-02-21,113.0,58.0,33.0,24.0,14.0,Ilijas,2023,2,Winter,2023-02
12061,2023-02-22,109.0,60.0,37.0,17.0,9.0,Ilijas,2023,2,Winter,2023-02
12062,2023-02-23,105.0,59.0,45.0,15.0,9.0,Ilijas,2023,2,Winter,2023-02
12063,2023-02-24,95.0,41.0,46.0,6.0,8.0,Ilijas,2023,2,Winter,2023-02
12064,2023-02-25,47.0,24.0,38.0,10.0,17.0,Ilijas,2023,2,Winter,2023-02
12065,2023-02-26,33.0,37.0,10.0,14.0,23.0,Ilijas,2023,2,Winter,2023-02
12066,2023-02-27,52.0,44.0,12.0,17.0,27.0,Ilijas,2023,2,Winter,2023-02
12067,2023-02-28,79.0,61.0,6.0,17.0,27.0,Ilijas,2023,2,Winter,2023-02
12068,2023-03-01,103.0,89.0,7.0,22.0,30.0,Ilijas,2023,3,Spring,2023-03
12069,2023-03-02,154.0,94.0,7.0,22.0,30.0,Ilijas,2023,3,Spring,2023-03
12070,2023-03-03,160.0,100.0,15.0,20.0,28.0,Ilijas,2023,3,Spring,2023-03
12071,2023-03-04,143.0,67.0,31.0,18.0,25.0,Ilijas,2023,3,Spring,2023-03
12072,2023-03-05,118.0,58.0,37.0,21.0,13.0,Ilijas,2023,3,Spring,2023-03
12073,2023-03-06,127.0,38.0,48.0,17.0,11.0,Ilijas,2023,3,Spring,2023-03
12074,2023-03-07,70.0,50.0,45.0,18.0,10.0,Ilijas,2023,3,Spring,2023-03
12075,2023-03-08,63.0,30.0,47.0,11.0,8.0,Ilijas,2023,3,Spring,2023-03
12076,2023-03-09,54.0,35.0,27.0,19.0,7.0,Ilijas,2023,3,Spring,2023-03
12077,2023-03-10,88.0,41.0,21.0,19.0,10.0,Ilijas,2023,3,Spring,2023-03
12078,2023-03-11,58.0,33.0,45.0,11.0,15.0,Ilijas,2023,3,Spring,2023-03
12079,2023-03-12,56.0,40.0,31.0,22.0,13.0,Ilijas,2023,3,Spring,2023-03
12080,2023-03-13,87.0,37.0,50.0,13.0,8.0,Ilijas,2023,3,Spring,2023-03
12081,2023-03-14,80.0,23.0,31.0,12.0,12.0,Ilijas,2023,3,Spring,2023-03
12082,2023-03-15,27.0,28.0,32.0,18.0,9.0,Ilijas,2023,3,Spring,2023-03
12083,2023-03-16,53.0,53.0,42.0,20.0,13.0,Ilijas,2023,3,Spring,2023-03
12084,2023-03-17,95.0,54.0,46.0,22.0,22.0,Ilijas,2023,3,Spring,2023-03
12085,2023-03-18,98.0,48.0,39.0,19.0,12.0,Ilijas,2023,3,Spring,2023-03
12086,2023-03-19,82.0,51.0,34.0,25.0,17.0,Ilijas,2023,3,Spring,2023-03
12087,2023-03-20,79.0,48.0,31.0,23.0,20.0,Ilijas,2023,3,Spring,2023-03
12088,2023-03-21,75.0,53.0,36.0,18.0,16.0,Ilijas,2023,3,Spring,2023-03
12089,2023-03-22,79.0,48.0,41.0,19.0,13.0,Ilijas,2023,3,Spring,2023-03
12090,2023-03-23,74.0,43.0,49.0,17.0,10.0,Ilijas,2023,3,Spring,2023-03
12091,2023-03-24,62.0,46.0,55.0,14.0,11.0,Ilijas,2023,3,Spring,2023-03
12092,2023-03-25,48.0,32.0,67.0,8.0,6.0,Ilijas,2023,3,Spring,2023-03
12093,2023-03-26,29.0,17.0,57.0,9.0,8.0,Ilijas,2023,3,Spring,2023-03
12094,2023-03-27,13.0,17.0,40.0,12.0,7.0,Ilijas,2023,3,Spring,2023-03
12095,2023-03-28,24.0,42.0,43.0,17.0,10.0,Ilijas,2023,3,Spring,2023-03
12096,2023-03-29,61.0,41.0,44.0,19.0,9.0,Ilijas,2023,3,Spring,2023-03
12097,2023-03-30,36.0,40.0,57.0,13.0,8.0,Ilijas,2023,3,Spring,2023-03
12098,2023-03-31,43.0,20.0,56.0,10.0,14.0,Ilijas,2023,3,Spring,2023-03
12099,2022-10-01,22.0,12.0,24.0,18.0,4.0,Ilijas,2022,10,Fall,2022-10
12100,2022-10-02,35.0,16.0,24.0,16.0,1.0,Ilijas,2022,10,Fall,2022-10
12101,2022-10-03,39.0,25.0,25.0,6.0,4.0,Ilijas,2022,10,Fall,2022-10
12102,2022-10-04,45.0,33.0,22.0,6.0,2.0,Ilijas,2022,10,Fall,2022-10
12103,2022-10-05,60.0,43.0,25.0,7.0,14.0,Ilijas,2022,10,Fall,2022-10
12104,2022-10-06,65.0,52.0,21.0,7.0,14.0,Ilijas,2022,10,Fall,2022-10
12105,2022-10-07,74.0,45.0,17.0,8.0,4.0,Ilijas,2022,10,Fall,2022-10
12106,2022-10-08,78.0,45.0,29.0,4.0,13.0,Ilijas,2022,10,Fall,2022-10
12107,2022-10-09,94.0,50.0,15.0,8.0,2.0,Ilijas,2022,10,Fall,2022-10
12108,2022-10-10,102.0,61.0,15.0,8.0,9.0,Ilijas,2022,10,Fall,2022-10
12109,2022-10-11,105.0,63.0,19.0,9.0,5.0,Ilijas,2022,10,Fall,2022-10
12110,2022-10-12,98.0,38.0,18.5,16.5,6.0,Ilijas,2022,10,Fall,2022-10
12111,2022-10-20,63.0,53.0,8.0,23.0,3.0,Ilijas,2022,10,Fall,2022-10
12112,2022-10-21,90.0,75.0,19.0,25.0,5.0,Ilijas,2022,10,Fall,2022-10
12113,2022-10-22,128.0,43.0,23.0,22.0,5.0,Ilijas,2022,10,Fall,2022-10
12114,2022-10-23,95.0,49.0,12.0,24.0,2.0,Ilijas,2022,10,Fall,2022-10
12115,2022-10-24,97.0,65.0,3.0,28.0,3.0,Ilijas,2022,10,Fall,2022-10
12116,2022-10-25,112.0,66.0,19.0,20.0,7.0,Ilijas,2022,10,Fall,2022-10
12117,2022-10-26,127.0,60.0,15.0,22.0,23.0,Ilijas,2022,10,Fall,2022-10
12118,2022-10-27,113.0,55.0,17.0,21.0,4.0,Ilijas,2022,10,Fall,2022-10
12119,2022-10-28,100.0,54.0,21.0,20.0,5.0,Ilijas,2022,10,Fall,2022-10
12120,2022-10-29,105.0,64.0,3.0,22.0,7.0,Ilijas,2022,10,Fall,2022-10
12121,2022-10-30,119.0,63.0,18.5,16.5,7.0,Ilijas,2022,10,Fall,2022-10
12122,2022-10-31,128.0,65.0,13.0,39.0,5.0,Ilijas,2022,10,Fall,2022-10
12123,2022-11-01,134.0,92.0,9.0,26.0,6.0,Ilijas,2022,11,Fall,2022-11
12124,2022-11-02,135.0,73.0,16.0,26.0,6.0,Ilijas,2022,11,Fall,2022-11
12125,2022-11-03,135.0,55.0,32.0,16.0,5.0,Ilijas,2022,11,Fall,2022-11
12126,2022-11-04,106.0,22.0,20.0,11.0,9.0,Ilijas,2022,11,Fall,2022-11
12127,2022-11-05,29.0,34.0,13.0,9.0,6.0,Ilijas,2022,11,Fall,2022-11
12128,2022-11-06,46.0,40.0,8.0,9.0,6.0,Ilijas,2022,11,Fall,2022-11
12129,2022-11-07,64.0,25.0,8.0,12.0,13.0,Ilijas,2022,11,Fall,2022-11
12130,2022-11-10,137.0,74.0,17.0,22.0,17.0,Ilijas,2022,11,Fall,2022-11
12131,2022-11-11,113.0,53.0,21.0,15.0,6.0,Ilijas,2022,11,Fall,2022-11
12132,2022-11-12,90.0,58.0,11.0,17.0,13.0,Ilijas,2022,11,Fall,2022-11
12133,2022-11-13,95.0,89.0,7.0,24.0,18.0,Ilijas,2022,11,Fall,2022-11
12134,2022-11-14,159.0,97.0,2.0,16.0,9.0,Ilijas,2022,11,Fall,2022-11
12135,2022-11-15,161.0,58.0,2.0,29.0,8.0,Ilijas,2022,11,Fall,2022-11
12136,2022-11-16,135.0,31.0,12.0,19.0,10.0,Ilijas,2022,11,Fall,2022-11
12137,2022-11-17,86.0,49.0,21.0,17.0,8.0,Ilijas,2022,11,Fall,2022-11
12138,2022-11-18,93.0,46.0,5.0,15.0,8.0,Ilijas,2022,11,Fall,2022-11
12139,2022-11-19,89.0,29.0,10.0,8.0,10.0,Ilijas,2022,11,Fall,2022-11
12140,2022-11-20,51.0,32.0,15.0,12.0,8.0,Ilijas,2022,11,Fall,2022-11
12141,2022-11-21,68.0,36.0,25.0,20.0,7.0,Ilijas,2022,11,Fall,2022-11
12142,2022-11-22,40.0,34.0,20.0,17.0,11.0,Ilijas,2022,11,Fall,2022-11
12143,2022-11-23,37.0,51.0,7.0,17.0,13.0,Ilijas,2022,11,Fall,2022-11
12144,2022-11-24,80.0,57.0,6.0,17.0,13.0,Ilijas,2022,11,Fall,2022-11
12145,2022-11-25,125.0,61.0,4.0,16.0,27.0,Ilijas,2022,11,Fall,2022-11
12146,2022-11-26,135.0,96.0,2.0,18.0,27.0,Ilijas,2022,11,Fall,2022-11
12147,2022-11-27,170.0,65.0,13.0,18.0,18.0,Ilijas,2022,11,Fall,2022-11
12148,2022-11-28,133.0,84.0,9.0,17.0,34.0,Ilijas,2022,11,Fall,2022-11
12149,2022-11-29,143.0,68.0,3.0,12.0,25.0,Ilijas,2022,11,Fall,2022-11
12150,2022-11-30,112.0,44.0,2.0,9.0,23.0,Ilijas,2022,11,Fall,2022-11
12151,2022-12-01,79.0,45.0,2.0,12.0,14.0,Ilijas,2022,12,Winter,2022-12
12152,2022-12-02,101.0,79.0,3.0,18.0,17.0,Ilijas,2022,12,Winter,2022-12
12153,2022-12-03,161.0,102.0,25.0,16.0,26.0,Ilijas,2022,12,Winter,2022-12
12154,2022-12-04,117.0,85.0,3.0,28.0,19.0,Ilijas,2022,12,Winter,2022-12
12155,2022-12-05,141.0,70.0,6.0,25.0,16.0,Ilijas,2022,12,Winter,2022-12
12156,2022-12-06,128.0,69.0,2.0,17.0,23.0,Ilijas,2022,12,Winter,2022-12
12157,2022-12-07,130.0,58.0,4.0,20.0,9.0,Ilijas,2022,12,Winter,2022-12
12158,2022-12-08,114.0,66.0,36.0,11.0,9.0,Ilijas,2022,12,Winter,2022-12
12159,2022-12-09,102.0,48.0,33.0,7.0,7.0,Ilijas,2022,12,Winter,2022-12
12160,2022-12-10,44.0,23.0,12.0,10.0,13.0,Ilijas,2022,12,Winter,2022-12
12161,2022-12-11,42.0,28.0,12.0,11.0,15.0,Ilijas,2022,12,Winter,2022-12
12162,2022-12-12,59.0,63.0,6.0,16.0,27.0,Ilijas,2022,12,Winter,2022-12
12163,2022-12-13,112.0,85.0,3.0,20.0,27.0,Ilijas,2022,12,Winter,2022-12
12164,2022-12-14,165.0,81.0,2.0,17.0,10.0,Ilijas,2022,12,Winter,2022-12
12165,2022-12-15,170.0,66.0,12.5,19.0,21.0,Ilijas,2022,12,Winter,2022-12
12166,2022-07-01,47.0,53.0,47.0,11.0,22.0,Ilijas,2022,7,Summer,2022-07
12167,2022-07-02,48.0,40.0,42.0,5.0,8.0,Ilijas,2022,7,Summer,2022-07
12168,2022-07-03,49.0,34.0,30.0,9.0,3.0,Ilijas,2022,7,Summer,2022-07
12169,2022-07-04,66.0,35.0,34.0,9.0,5.0,Ilijas,2022,7,Summer,2022-07
12170,2022-07-05,54.0,26.0,34.0,10.0,17.0,Ilijas,2022,7,Summer,2022-07
12171,2022-07-06,40.0,27.0,39.0,13.0,11.0,Ilijas,2022,7,Summer,2022-07
12172,2022-07-07,31.0,21.0,31.0,9.0,4.0,Ilijas,2022,7,Summer,2022-07
12173,2022-07-08,40.0,13.0,25.0,4.0,5.0,Ilijas,2022,7,Summer,2022-07
12174,2022-07-09,24.0,10.0,31.0,6.0,11.0,Ilijas,2022,7,Summer,2022-07
12175,2022-07-10,19.0,11.0,30.0,6.0,5.0,Ilijas,2022,7,Summer,2022-07
12176,2022-07-11,15.0,13.0,29.0,10.0,25.0,Ilijas,2022,7,Summer,2022-07
12177,2022-07-12,19.0,19.0,34.0,11.0,22.0,Ilijas,2022,7,Summer,2022-07
12178,2022-07-13,22.0,26.0,43.0,14.0,12.0,Ilijas,2022,7,Summer,2022-07
12179,2022-07-14,25.0,34.0,43.0,15.0,15.0,Ilijas,2022,7,Summer,2022-07
12180,2022-07-15,35.0,33.0,48.0,7.0,16.0,Ilijas,2022,7,Summer,2022-07
12181,2022-07-16,44.0,30.0,40.0,8.0,4.0,Ilijas,2022,7,Summer,2022-07
12182,2022-07-17,36.0,17.0,39.0,9.0,16.0,Ilijas,2022,7,Summer,2022-07
12183,2022-07-18,26.0,25.0,38.0,11.0,20.0,Ilijas,2022,7,Summer,2022-07
12184,2022-07-19,27.0,35.0,40.0,12.0,6.0,Ilijas,2022,7,Summer,2022-07
12185,2022-07-20,36.0,36.0,49.0,13.0,8.0,Ilijas,2022,7,Summer,2022-07
12186,2022-07-21,42.0,107.0,62.0,16.0,17.0,Ilijas,2022,7,Summer,2022-07
12187,2022-07-22,52.0,42.0,60.0,14.0,4.0,Ilijas,2022,7,Summer,2022-07
12188,2022-07-23,62.0,35.0,57.0,11.0,17.0,Ilijas,2022,7,Summer,2022-07
12189,2022-07-24,68.0,27.0,50.0,10.0,17.0,Ilijas,2022,7,Summer,2022-07
12190,2022-07-25,49.0,30.0,47.0,10.0,11.0,Ilijas,2022,7,Summer,2022-07
12191,2022-07-26,48.0,26.0,35.0,4.0,11.0,Ilijas,2022,7,Summer,2022-07
12192,2022-07-27,49.0,20.0,34.0,7.0,21.0,Ilijas,2022,7,Summer,2022-07
12193,2022-07-28,41.0,36.0,41.0,8.0,19.0,Ilijas,2022,7,Summer,2022-07
12194,2022-07-29,48.0,40.0,35.0,8.0,17.0,Ilijas,2022,7,Summer,2022-07
12195,2022-07-30,45.0,17.0,37.0,5.0,13.0,Ilijas,2022,7,Summer,2022-07
12196,2022-07-31,29.0,15.0,30.0,11.0,18.0,Ilijas,2022,7,Summer,2022-07
12197,2022-08-01,30.0,23.0,32.0,11.0,18.0,Ilijas,2022,8,Summer,2022-08
12198,2022-08-02,38.0,21.0,39.0,12.0,30.0,Ilijas,2022,8,Summer,2022-08
12199,2022-08-03,37.0,27.0,43.0,13.0,20.0,Ilijas,2022,8,Summer,2022-08
12200,2022-08-04,54.0,26.0,49.0,9.0,11.0,Ilijas,2022,8,Summer,2022-08
12201,2022-08-05,56.0,29.0,34.0,10.0,11.0,Ilijas,2022,8,Summer,2022-08
12202,2022-08-10,56.0,18.0,27.0,10.0,16.0,Ilijas,2022,8,Summer,2022-08
12203,2022-08-11,31.0,22.0,26.0,11.0,16.0,Ilijas,2022,8,Summer,2022-08
12204,2022-08-12,36.0,22.0,24.0,6.0,5.0,Ilijas,2022,8,Summer,2022-08
12205,2022-08-13,35.0,27.0,35.0,6.0,32.0,Ilijas,2022,8,Summer,2022-08
12206,2022-08-14,44.0,20.0,32.0,10.0,1.0,Ilijas,2022,8,Summer,2022-08
12207,2022-08-15,45.0,22.0,32.0,11.0,11.0,Ilijas,2022,8,Summer,2022-08
12208,2022-08-16,39.0,32.0,37.0,13.0,20.0,Ilijas,2022,8,Summer,2022-08
12209,2022-08-17,38.0,39.0,47.0,19.0,11.0,Ilijas,2022,8,Summer,2022-08
12210,2022-08-18,52.0,53.0,29.0,17.0,1.0,Ilijas,2022,8,Summer,2022-08
12211,2022-08-19,61.0,44.0,24.0,14.0,3.0,Ilijas,2022,8,Summer,2022-08
12212,2022-08-20,59.0,19.0,24.0,8.0,6.0,Ilijas,2022,8,Summer,2022-08
12213,2022-08-21,29.0,11.0,28.0,7.0,5.0,Ilijas,2022,8,Summer,2022-08
12214,2022-08-22,18.0,17.0,16.0,7.0,12.0,Ilijas,2022,8,Summer,2022-08
12215,2022-08-23,36.0,29.0,34.0,10.0,11.0,Ilijas,2022,8,Summer,2022-08
12216,2022-08-29,39.0,24.0,24.0,3.0,11.0,Ilijas,2022,8,Summer,2022-08
12217,2022-08-30,38.0,31.0,33.0,1.0,3.0,Ilijas,2022,8,Summer,2022-08
12218,2022-08-31,43.0,33.0,8.0,9.0,3.0,Ilijas,2022,8,Summer,2022-08
12219,2022-09-01,42.0,11.0,15.0,5.0,1.0,Ilijas,2022,9,Fall,2022-09
12220,2022-09-02,22.0,22.0,26.0,4.0,2.0,Ilijas,2022,9,Fall,2022-09
12221,2022-09-03,45.0,27.0,21.0,3.0,2.0,Ilijas,2022,9,Fall,2022-09
12222,2022-09-04,38.0,33.0,24.0,3.0,5.0,Ilijas,2022,9,Fall,2022-09
12223,2022-09-05,62.0,33.0,30.0,4.0,1.0,Ilijas,2022,9,Fall,2022-09
12224,2022-09-06,56.0,30.0,24.0,15.0,1.0,Ilijas,2022,9,Fall,2022-09
12225,2022-09-07,41.0,23.0,40.0,11.0,1.0,Ilijas,2022,9,Fall,2022-09
12226,2022-09-08,40.0,33.0,25.0,14.0,1.0,Ilijas,2022,9,Fall,2022-09
12227,2022-09-09,30.0,24.0,18.0,17.0,2.0,Ilijas,2022,9,Fall,2022-09
12228,2022-09-10,37.0,23.0,23.0,12.0,3.0,Ilijas,2022,9,Fall,2022-09
12229,2022-09-11,32.0,20.0,24.0,18.0,15.0,Ilijas,2022,9,Fall,2022-09
12230,2022-09-12,34.0,19.0,29.0,20.0,5.0,Ilijas,2022,9,Fall,2022-09
12231,2022-09-13,29.0,30.0,22.0,25.0,3.0,Ilijas,2022,9,Fall,2022-09
12232,2022-09-14,33.0,32.0,33.0,23.0,4.0,Ilijas,2022,9,Fall,2022-09
12233,2022-09-15,36.0,26.0,32.0,16.0,2.0,Ilijas,2022,9,Fall,2022-09
12234,2022-09-16,24.0,16.0,22.0,16.0,7.0,Ilijas,2022,9,Fall,2022-09
12235,2022-09-17,24.0,10.0,27.0,10.0,8.0,Ilijas,2022,9,Fall,2022-09
12236,2022-09-18,12.0,16.0,13.0,20.0,6.0,Ilijas,2022,9,Fall,2022-09
12237,2022-09-19,29.0,20.0,18.0,14.0,6.0,Ilijas,2022,9,Fall,2022-09
12238,2022-09-20,33.0,38.0,16.0,14.0,4.0,Ilijas,2022,9,Fall,2022-09
12239,2022-09-21,38.0,16.0,18.5,16.5,4.0,Ilijas,2022,9,Fall,2022-09
12240,2022-09-22,41.0,17.0,18.5,16.5,6.0,Ilijas,2022,9,Fall,2022-09
12241,2022-09-23,38.0,14.0,18.5,16.5,4.0,Ilijas,2022,9,Fall,2022-09
12242,2022-09-24,56.0,11.0,18.5,16.5,4.0,Ilijas,2022,9,Fall,2022-09
12243,2022-09-25,58.0,20.0,5.0,45.0,4.0,Ilijas,2022,9,Fall,2022-09
12244,2022-09-26,72.0,10.0,27.0,22.0,4.0,Ilijas,2022,9,Fall,2022-09
12245,2022-09-27,52.0,10.0,29.0,16.0,4.0,Ilijas,2022,9,Fall,2022-09
12246,2022-09-28,39.0,7.0,26.0,17.0,4.0,Ilijas,2022,9,Fall,2022-09
12247,2022-09-29,26.0,8.0,27.0,22.0,4.0,Ilijas,2022,9,Fall,2022-09
12248,2022-09-30,24.0,9.0,36.0,14.0,4.0,Ilijas,2022,9,Fall,2022-09
12249,2022-04-01,19.0,16.0,36.0,6.0,2.0,Ilijas,2022,4,Spring,2022-04
12250,2022-04-02,18.0,22.0,27.0,6.0,4.0,Ilijas,2022,4,Spring,2022-04
12251,2022-04-03,43.0,33.0,27.0,14.0,7.0,Ilijas,2022,4,Spring,2022-04
12252,2022-04-04,66.0,35.0,36.0,17.0,5.0,Ilijas,2022,4,Spring,2022-04
12253,2022-04-05,71.0,26.0,40.0,3.0,9.0,Ilijas,2022,4,Spring,2022-04
12254,2022-04-06,13.0,34.0,30.5,14.5,6.0,Ilijas,2022,4,Spring,2022-04
12255,2022-04-11,97.0,33.0,34.0,23.0,5.0,Ilijas,2022,4,Spring,2022-04
12256,2022-04-12,42.0,39.0,37.0,21.0,17.0,Ilijas,2022,4,Spring,2022-04
12257,2022-04-13,48.0,33.0,37.0,20.0,5.0,Ilijas,2022,4,Spring,2022-04
12258,2022-04-14,45.0,41.0,34.0,18.0,6.0,Ilijas,2022,4,Spring,2022-04
12259,2022-04-15,49.0,30.0,20.0,18.0,5.0,Ilijas,2022,4,Spring,2022-04
12260,2022-04-16,45.0,18.0,30.0,8.0,6.0,Ilijas,2022,4,Spring,2022-04
12261,2022-04-17,33.0,19.0,27.0,11.0,10.0,Ilijas,2022,4,Spring,2022-04
12262,2022-04-18,24.0,33.0,35.0,18.0,6.0,Ilijas,2022,4,Spring,2022-04
12263,2022-04-19,57.0,28.0,28.0,16.0,6.0,Ilijas,2022,4,Spring,2022-04
12264,2022-04-20,39.0,56.0,19.0,22.0,9.0,Ilijas,2022,4,Spring,2022-04
12265,2022-04-21,83.0,40.0,29.0,16.0,6.0,Ilijas,2022,4,Spring,2022-04
12266,2022-04-22,29.0,24.0,28.0,18.0,3.0,Ilijas,2022,4,Spring,2022-04
12267,2022-04-23,37.0,53.0,40.0,11.0,3.0,Ilijas,2022,4,Spring,2022-04
12268,2022-04-24,45.0,18.0,36.0,11.0,3.0,Ilijas,2022,4,Spring,2022-04
12269,2022-04-25,13.0,25.0,29.0,16.0,8.0,Ilijas,2022,4,Spring,2022-04
12270,2022-04-26,24.0,32.0,31.0,14.0,6.0,Ilijas,2022,4,Spring,2022-04
12271,2022-04-27,30.0,21.0,21.0,12.0,10.0,Ilijas,2022,4,Spring,2022-04
12272,2022-04-28,39.0,34.0,22.0,16.0,4.0,Ilijas,2022,4,Spring,2022-04
12273,2022-04-29,52.0,29.0,32.0,15.0,3.0,Ilijas,2022,4,Spring,2022-04
12274,2022-04-30,39.0,34.0,37.0,11.0,3.0,Ilijas,2022,4,Spring,2022-04
12275,2022-05-01,44.0,30.0,19.0,12.0,12.0,Ilijas,2022,5,Spring,2022-05
12276,2022-05-02,52.0,25.0,25.0,11.0,9.0,Ilijas,2022,5,Spring,2022-05
12277,2022-05-03,49.0,33.0,37.0,12.0,4.0,Ilijas,2022,5,Spring,2022-05
12278,2022-05-04,42.0,34.0,31.0,16.0,3.0,Ilijas,2022,5,Spring,2022-05
12279,2022-05-05,47.0,34.0,23.0,17.0,2.0,Ilijas,2022,5,Spring,2022-05
12280,2022-05-06,48.0,34.0,17.0,11.0,3.0,Ilijas,2022,5,Spring,2022-05
12281,2022-05-07,47.0,34.0,24.0,9.0,3.0,Ilijas,2022,5,Spring,2022-05
12282,2022-05-08,49.0,36.0,27.0,8.0,17.0,Ilijas,2022,5,Spring,2022-05
12283,2022-05-09,47.0,32.0,23.0,17.0,14.0,Ilijas,2022,5,Spring,2022-05
12284,2022-05-10,48.0,30.0,33.0,17.0,11.0,Ilijas,2022,5,Spring,2022-05
12285,2022-05-11,41.0,36.0,32.0,17.0,4.0,Ilijas,2022,5,Spring,2022-05
12286,2022-05-12,41.0,34.0,33.0,16.0,6.0,Ilijas,2022,5,Spring,2022-05
12287,2022-05-13,43.0,27.0,29.0,10.0,7.0,Ilijas,2022,5,Spring,2022-05
12288,2022-05-14,42.0,27.0,37.0,11.0,8.0,Ilijas,2022,5,Spring,2022-05
12289,2022-05-15,33.0,24.0,33.0,13.0,3.0,Ilijas,2022,5,Spring,2022-05
12290,2022-05-16,33.0,27.0,31.0,11.0,4.0,Ilijas,2022,5,Spring,2022-05
12291,2022-05-17,37.0,24.0,24.0,14.0,6.0,Ilijas,2022,5,Spring,2022-05
12292,2022-05-18,32.0,31.0,26.0,14.0,8.0,Ilijas,2022,5,Spring,2022-05
12293,2022-05-19,21.0,32.0,29.0,19.0,3.0,Ilijas,2022,5,Spring,2022-05
12294,2022-05-20,27.0,28.0,39.0,15.0,5.0,Ilijas,2022,5,Spring,2022-05
12295,2022-05-21,40.0,43.0,31.0,11.0,4.0,Ilijas,2022,5,Spring,2022-05
12296,2022-05-22,43.0,26.0,21.0,12.0,3.0,Ilijas,2022,5,Spring,2022-05
12297,2022-05-23,43.0,28.0,36.0,9.0,3.0,Ilijas,2022,5,Spring,2022-05
12298,2022-05-24,48.0,47.0,35.0,12.0,3.0,Ilijas,2022,5,Spring,2022-05
12299,2022-05-25,42.0,39.0,32.0,11.0,11.0,Ilijas,2022,5,Spring,2022-05
12300,2022-05-26,48.0,47.0,25.0,13.0,4.0,Ilijas,2022,5,Spring,2022-05
12301,2022-05-27,56.0,26.0,16.0,8.0,9.0,Ilijas,2022,5,Spring,2022-05
12302,2022-05-28,48.0,17.0,18.0,5.0,5.0,Ilijas,2022,5,Spring,2022-05
12303,2022-05-29,34.0,32.0,19.0,11.0,4.0,Ilijas,2022,5,Spring,2022-05
12304,2022-05-30,48.0,19.0,23.0,13.0,5.0,Ilijas,2022,5,Spring,2022-05
12305,2022-05-31,39.0,28.0,25.0,11.0,11.0,Ilijas,2022,5,Spring,2022-05
12306,2022-06-01,46.0,39.0,30.0,12.0,16.0,Ilijas,2022,6,Summer,2022-06
